cdt_last_act,cdt_plan,cdt_score,cdt_steps,cdt_subseq_last_act,cdt_subseq_plan,cdt_subseq_score,cdt_subseq_steps,cdt_subseq_validity,cdt_validity,complementary_plan,correct_part,curr_last_act,curr_plan,curr_score,curr_steps,curr_validity,domain,executability,final_score,gt_plan,improved_cdt_plan,improved_cdt_validity,improved_plan,improved_subseq_cdt_plan,improved_subseq_cdt_validity,improved_subseq_plan,improved_subseq_validity,improved_validity,instance_id,model,nr_plan_trace,plan_trace,subseq_last_act,subseq_plan,subseq_score,subseq_steps,subseq_validity,task,trace_score,improved_steps
4,"['(unstack b c)', '(put-down b)', '(pick-up c)', '(stack c b)']",1.1666666666666665,2,4,"['(unstack b c)', '(put-down b)', '(pick-up c)', '(stack c b)']",1.0,2,False,False,"['(pick-up a)', '(stack a c)']","['(unstack b c)', '(put-down b)', '(pick-up c)', '(stack c b)']",4,"['(unstack b c)', '(put-down b)', '(pick-up c)', '(stack c b)']",1.1666666666666665,2,False,blocksworld_3,True,1.1666666666666665,"['(unstack b c)', '(put-down b)', '(pick-up c)', '(stack c b)', '(pick-up a)', '(stack a c)']",,,"['(unstack b c)', '(put-down b)', '(pick-up c)', '(stack c b)', '(pick-up a)', '(stack a c)']",,,,,1,10,qwen,"{0: 'position', 1: 'position', 2: 'position', 3: 'position'}","{0: 'correct', 1: 'correct', 2: 'correct', 3: 'correct'}",4,"['(unstack b c)', '(put-down b)', '(pick-up c)', '(stack c b)']",1.0,2,False,_one_shot,1.0,0
4,"['(unstack c a)', '(put-down c)', '(pick-up a)', '(stack a c)']",1.1666666666666665,2,4,"['(unstack c a)', '(put-down c)', '(pick-up a)', '(stack a c)']",1.0,2,False,False,"['(pick-up b)', '(stack b a)']","['(unstack c a)', '(put-down c)', '(pick-up a)', '(stack a c)']",4,"['(unstack c a)', '(put-down c)', '(pick-up a)', '(stack a c)']",1.1666666666666665,2,False,blocksworld_3,True,1.1666666666666665,"['(unstack c a)', '(put-down c)', '(pick-up a)', '(stack a c)', '(pick-up b)', '(stack b a)']",,,"['(unstack c a)', '(put-down c)', '(pick-up a)', '(stack a c)', '(pick-up b)', '(stack b a)']",,,,,1,81,gemma-2-2b_it,"{0: 'position', 1: 'position', 2: 'position', 3: 'position'}","{0: 'correct', 1: 'correct', 2: 'correct', 3: 'correct'}",4,"['(unstack c a)', '(put-down c)', '(pick-up a)', '(stack a c)']",1.0,2,False,_state_tracking,1.0,0
4,"['(unstack a c)', '(put-down a)', '(unstack c b)', '(put-down c)']",1.1666666666666665,2,4,"['(unstack a c)', '(put-down a)', '(unstack c b)', '(put-down c)']",1.0,2,False,False,"['(pick-up a)', '(stack a b)']","['(unstack a c)', '(put-down a)', '(unstack c b)', '(put-down c)']",4,"['(unstack a c)', '(put-down a)', '(unstack c b)', '(put-down c)']",1.1666666666666665,2,False,blocksworld_3,True,1.1666666666666665,"['(unstack a c)', '(put-down a)', '(unstack c b)', '(put-down c)', '(pick-up a)', '(stack a b)']",,,"['(unstack a c)', '(put-down a)', '(unstack c b)', '(put-down c)', '(pick-up a)', '(stack a b)']",,,,,1,40,qcode,"{0: 'position', 1: 'position', 2: 'position', 3: 'position'}","{0: 'correct', 1: 'correct', 2: 'correct', 3: 'correct'}",4,"['(unstack a c)', '(put-down a)', '(unstack c b)', '(put-down c)']",1.0,2,False,_state_tracking,1.0,0
4,"['(unstack c b)', '(put-down c)', '(unstack b a)', '(put-down b)']",1.1666666666666665,2,4,"['(unstack c b)', '(put-down c)', '(unstack b a)', '(put-down b)']",1.0,2,False,False,"['(pick-up a)', '(stack a b)']","['(unstack c b)', '(put-down c)', '(unstack b a)', '(put-down b)']",4,"['(unstack c b)', '(put-down c)', '(unstack b a)', '(put-down b)']",1.1666666666666665,2,False,blocksworld_3,True,1.1666666666666665,"['(unstack c b)', '(put-down c)', '(unstack b a)', '(put-down b)', '(pick-up a)', '(stack a b)']",,,"['(unstack c b)', '(put-down c)', '(unstack b a)', '(put-down b)', '(pick-up a)', '(stack a b)']",,,,,1,98,qcode,"{0: 'position', 1: 'position', 2: 'position', 3: 'position'}","{0: 'correct', 1: 'correct', 2: 'correct', 3: 'correct'}",4,"['(unstack c b)', '(put-down c)', '(unstack b a)', '(put-down b)']",1.0,2,False,_state_tracking,1.0,0
4,"['(unstack a b)', '(put-down a)', '(pick-up c)', '(stack c b)']",1.1666666666666665,2,4,"['(unstack a b)', '(put-down a)', '(pick-up c)', '(stack c b)']",1.0,2,False,False,"['(pick-up a)', '(stack a c)']","['(unstack a b)', '(put-down a)', '(pick-up c)', '(stack c b)']",4,"['(unstack a b)', '(put-down a)', '(pick-up c)', '(stack c b)']",1.1666666666666665,2,False,blocksworld_3,True,1.1666666666666665,"['(unstack a b)', '(put-down a)', '(pick-up c)', '(stack c b)', '(pick-up a)', '(stack a c)']",,,"['(unstack a b)', '(put-down a)', '(pick-up c)', '(stack c b)', '(pick-up a)', '(stack a c)']",,,,,1,68,gemma-2-2b_it,"{0: 'position', 1: 'position', 2: 'position', 3: 'position'}","{0: 'correct', 1: 'correct', 2: 'correct', 3: 'correct'}",4,"['(unstack a b)', '(put-down a)', '(pick-up c)', '(stack c b)']",1.0,2,False,_one_shot,1.0,0
4,"['(unstack a c)', '(put-down a)', '(unstack c b)', '(put-down c)']",1.1666666666666665,2,4,"['(unstack a c)', '(put-down a)', '(unstack c b)', '(put-down c)']",1.0,2,False,False,"['(pick-up a)', '(stack a b)']","['(unstack a c)', '(put-down a)', '(unstack c b)', '(put-down c)']",4,"['(unstack a c)', '(put-down a)', '(unstack c b)', '(put-down c)']",1.1666666666666665,2,False,blocksworld_3,True,1.1666666666666665,"['(unstack a c)', '(put-down a)', '(unstack c b)', '(put-down c)', '(pick-up a)', '(stack a b)']",,,"['(unstack a c)', '(put-down a)', '(unstack c b)', '(put-down c)', '(pick-up a)', '(stack a b)']",,,,,1,40,qwen,"{0: 'position', 1: 'position', 2: 'position', 3: 'position'}","{0: 'correct', 1: 'correct', 2: 'correct', 3: 'correct'}",4,"['(unstack a c)', '(put-down a)', '(unstack c b)', '(put-down c)']",1.0,2,False,_state_tracking,1.0,0
4,"['(unstack a b)', '(put-down a)', '(pick-up c)', '(stack c b)']",1.1666666666666665,2,4,"['(unstack a b)', '(put-down a)', '(pick-up c)', '(stack c b)']",1.0,2,False,False,"['(pick-up a)', '(stack a c)']","['(unstack a b)', '(put-down a)', '(pick-up c)', '(stack c b)']",4,"['(unstack a b)', '(put-down a)', '(pick-up c)', '(stack c b)']",1.1666666666666665,2,False,blocksworld_3,True,1.1666666666666665,"['(unstack a b)', '(put-down a)', '(pick-up c)', '(stack c b)', '(pick-up a)', '(stack a c)']",,,"['(unstack a b)', '(put-down a)', '(pick-up c)', '(stack c b)', '(pick-up a)', '(stack a c)']",,,,,1,68,qwen,"{0: 'position', 1: 'position', 2: 'position', 3: 'position'}","{0: 'correct', 1: 'correct', 2: 'correct', 3: 'correct'}",4,"['(unstack a b)', '(put-down a)', '(pick-up c)', '(stack c b)']",1.0,2,False,_state_tracking,1.0,0
4,"['(unstack c b)', '(put-down c)', '(unstack b a)', '(put-down b)']",1.1666666666666665,2,4,"['(unstack c b)', '(put-down c)', '(unstack b a)', '(put-down b)']",1.0,2,False,False,"['(pick-up a)', '(stack a b)']","['(unstack c b)', '(put-down c)', '(unstack b a)', '(put-down b)']",4,"['(unstack c b)', '(put-down c)', '(unstack b a)', '(put-down b)']",1.1666666666666665,2,False,blocksworld_3,True,1.1666666666666665,"['(unstack c b)', '(put-down c)', '(unstack b a)', '(put-down b)', '(pick-up a)', '(stack a b)']",,,"['(unstack c b)', '(put-down c)', '(unstack b a)', '(put-down b)', '(pick-up a)', '(stack a b)']",,,,,1,98,qwen,"{0: 'position', 1: 'position', 2: 'position', 3: 'position'}","{0: 'correct', 1: 'correct', 2: 'correct', 3: 'correct'}",4,"['(unstack c b)', '(put-down c)', '(unstack b a)', '(put-down b)']",1.0,2,False,_state_tracking,1.0,0
4,"['(unstack b c)', '(put-down b)', '(unstack c a)', '(put-down c)']",1.1666666666666665,2,4,"['(unstack b c)', '(put-down b)', '(unstack c a)', '(put-down c)']",1.0,2,False,False,"['(pick-up a)', '(stack a c)']","['(unstack b c)', '(put-down b)', '(unstack c a)', '(put-down c)']",4,"['(unstack b c)', '(put-down b)', '(unstack c a)', '(put-down c)']",1.1666666666666665,2,False,blocksworld_3,True,1.1666666666666665,"['(unstack b c)', '(put-down b)', '(unstack c a)', '(put-down c)', '(pick-up a)', '(stack a c)']",,,"['(unstack b c)', '(put-down b)', '(unstack c a)', '(put-down c)', '(pick-up a)', '(stack a c)']",,,,,1,79,qwen,"{0: 'position', 1: 'position', 2: 'position', 3: 'position'}","{0: 'correct', 1: 'correct', 2: 'correct', 3: 'correct'}",4,"['(unstack b c)', '(put-down b)', '(unstack c a)', '(put-down c)']",1.0,2,False,_state_tracking,1.0,0
4,"['(unstack b c)', '(put-down b)', '(pick-up c)', '(stack c a)']",1.1666666666666665,2,4,"['(unstack b c)', '(put-down b)', '(pick-up c)', '(stack c a)']",1.0,2,False,False,"['(pick-up b)', '(stack b c)']","['(unstack b c)', '(put-down b)', '(pick-up c)', '(stack c a)']",4,"['(unstack b c)', '(put-down b)', '(pick-up c)', '(stack c a)']",1.1666666666666665,2,False,blocksworld_3,True,1.1666666666666665,"['(unstack b c)', '(put-down b)', '(pick-up c)', '(stack c a)', '(pick-up b)', '(stack b c)']",,,"['(unstack b c)', '(put-down b)', '(pick-up c)', '(stack c a)', '(pick-up b)', '(stack b c)']",,,,,1,69,qwen,"{0: 'position', 1: 'position', 2: 'position', 3: 'position'}","{0: 'correct', 1: 'correct', 2: 'correct', 3: 'correct'}",4,"['(unstack b c)', '(put-down b)', '(pick-up c)', '(stack c a)']",1.0,2,False,_state_tracking,1.0,0
4,"['(unstack c b)', '(put-down c)', '(unstack b a)', '(put-down b)']",1.1666666666666665,2,4,"['(unstack c b)', '(put-down c)', '(unstack b a)', '(put-down b)']",1.0,2,False,False,"['(pick-up a)', '(stack a b)']","['(unstack c b)', '(put-down c)', '(unstack b a)', '(put-down b)']",4,"['(unstack c b)', '(put-down c)', '(unstack b a)', '(put-down b)']",1.1666666666666665,2,False,blocksworld_3,True,1.1666666666666665,"['(unstack c b)', '(put-down c)', '(unstack b a)', '(put-down b)', '(pick-up a)', '(stack a b)']",,,"['(unstack c b)', '(put-down c)', '(unstack b a)', '(put-down b)', '(pick-up a)', '(stack a b)']",,,,,1,98,gemma-2-2b_it,"{0: 'position', 1: 'position', 2: 'position', 3: 'position'}","{0: 'correct', 1: 'correct', 2: 'correct', 3: 'correct'}",4,"['(unstack c b)', '(put-down c)', '(unstack b a)', '(put-down b)']",1.0,2,False,_state_tracking,1.0,0
4,"['(unstack a c)', '(put-down a)', '(unstack c b)', '(stack c a)']",1.1666666666666665,2,4,"['(unstack a c)', '(put-down a)', '(unstack c b)', '(stack c a)']",1.0,2,False,False,"['(pick-up b)', '(stack b c)']","['(unstack a c)', '(put-down a)', '(unstack c b)', '(stack c a)']",4,"['(unstack a c)', '(put-down a)', '(unstack c b)', '(stack c a)']",1.1666666666666665,2,False,blocksworld_3,True,1.1666666666666665,"['(unstack a c)', '(put-down a)', '(unstack c b)', '(stack c a)', '(pick-up b)', '(stack b c)']",,,"['(unstack a c)', '(put-down a)', '(unstack c b)', '(stack c a)', '(pick-up b)', '(stack b c)']",,,,,1,6,claude_3_haiku,"{0: 'position', 1: 'position', 2: 'position', 3: 'position'}","{0: 'correct', 1: 'correct', 2: 'correct', 3: 'correct'}",4,"['(unstack a c)', '(put-down a)', '(unstack c b)', '(stack c a)']",1.0,2,False,_state_tracking,1.0,0
4,"['(unstack c a)', '(put-down c)', '(unstack a b)', '(put-down a)']",1.1666666666666665,2,4,"['(unstack c a)', '(put-down c)', '(unstack a b)', '(put-down a)']",1.0,2,False,False,"['(pick-up c)', '(stack c b)']","['(unstack c a)', '(put-down c)', '(unstack a b)', '(put-down a)']",4,"['(unstack c a)', '(put-down c)', '(unstack a b)', '(put-down a)']",1.1666666666666665,2,False,blocksworld_3,True,1.1666666666666665,"['(unstack c a)', '(put-down c)', '(unstack a b)', '(put-down a)', '(pick-up c)', '(stack c b)']",,,"['(unstack c a)', '(put-down c)', '(unstack a b)', '(put-down a)', '(pick-up c)', '(stack c b)']",,,,,1,23,qwen,"{0: 'position', 1: 'position', 2: 'position', 3: 'position'}","{0: 'correct', 1: 'correct', 2: 'correct', 3: 'correct'}",4,"['(unstack c a)', '(put-down c)', '(unstack a b)', '(put-down a)']",1.0,2,False,_state_tracking,1.0,0
4,"['(unstack b c)', '(put-down b)', '(pick-up c)', '(stack c a)']",1.1666666666666665,2,4,"['(unstack b c)', '(put-down b)', '(pick-up c)', '(stack c a)']",1.0,2,False,False,"['(pick-up b)', '(stack b c)']","['(unstack b c)', '(put-down b)', '(pick-up c)', '(stack c a)']",4,"['(unstack b c)', '(put-down b)', '(pick-up c)', '(stack c a)']",1.1666666666666665,2,False,blocksworld_3,True,1.1666666666666665,"['(unstack b c)', '(put-down b)', '(pick-up c)', '(stack c a)', '(pick-up b)', '(stack b c)']",,,"['(unstack b c)', '(put-down b)', '(pick-up c)', '(stack c a)', '(pick-up b)', '(stack b c)']",,,,,1,69,claude_3_haiku,"{0: 'position', 1: 'position', 2: 'position', 3: 'position'}","{0: 'correct', 1: 'correct', 2: 'correct', 3: 'correct'}",4,"['(unstack b c)', '(put-down b)', '(pick-up c)', '(stack c a)']",1.0,2,False,_state_tracking,1.0,0
4,"['(unstack b a)', '(put-down b)', '(unstack a c)', '(stack a b)']",1.1666666666666665,2,4,"['(unstack b a)', '(put-down b)', '(unstack a c)', '(stack a b)']",1.0,2,False,False,"['(pick-up c)', '(stack c a)']","['(unstack b a)', '(put-down b)', '(unstack a c)', '(stack a b)']",4,"['(unstack b a)', '(put-down b)', '(unstack a c)', '(stack a b)']",1.1666666666666665,2,False,blocksworld_3,True,1.1666666666666665,"['(unstack b a)', '(put-down b)', '(unstack a c)', '(stack a b)', '(pick-up c)', '(stack c a)']",,,"['(unstack b a)', '(put-down b)', '(unstack a c)', '(stack a b)', '(pick-up c)', '(stack c a)']",,,,,1,54,claude_3_haiku,"{0: 'position', 1: 'position', 2: 'position', 3: 'position'}","{0: 'correct', 1: 'correct', 2: 'correct', 3: 'correct'}",4,"['(unstack b a)', '(put-down b)', '(unstack a c)', '(stack a b)']",1.0,2,False,_state_tracking,1.0,0
4,"['(unstack c a)', '(put-down c)', '(unstack a b)', '(stack a c)']",1.1666666666666665,2,4,"['(unstack c a)', '(put-down c)', '(unstack a b)', '(stack a c)']",1.0,2,False,False,"['(pick-up b)', '(stack b a)']","['(unstack c a)', '(put-down c)', '(unstack a b)', '(stack a c)']",4,"['(unstack c a)', '(put-down c)', '(unstack a b)', '(stack a c)']",1.1666666666666665,2,False,blocksworld_3,True,1.1666666666666665,"['(unstack c a)', '(put-down c)', '(unstack a b)', '(stack a c)', '(pick-up b)', '(stack b a)']",,,"['(unstack c a)', '(put-down c)', '(unstack a b)', '(stack a c)', '(pick-up b)', '(stack b a)']",,,,,1,51,claude_3_haiku,"{0: 'position', 1: 'position', 2: 'position', 3: 'position'}","{0: 'correct', 1: 'correct', 2: 'correct', 3: 'correct'}",4,"['(unstack c a)', '(put-down c)', '(unstack a b)', '(stack a c)']",1.0,2,False,_state_tracking,1.0,0
4,"['(unstack b c)', '(put-down b)', '(unstack c a)', '(put-down c)']",1.1666666666666665,2,4,"['(unstack b c)', '(put-down b)', '(unstack c a)', '(put-down c)']",1.0,2,False,False,"['(pick-up a)', '(stack a c)']","['(unstack b c)', '(put-down b)', '(unstack c a)', '(put-down c)']",4,"['(unstack b c)', '(put-down b)', '(unstack c a)', '(put-down c)']",1.1666666666666665,2,False,blocksworld_3,True,1.1666666666666665,"['(unstack b c)', '(put-down b)', '(unstack c a)', '(put-down c)', '(pick-up a)', '(stack a c)']",,,"['(unstack b c)', '(put-down b)', '(unstack c a)', '(put-down c)', '(pick-up a)', '(stack a c)']",,,,,1,79,qcode,"{0: 'position', 1: 'position', 2: 'position', 3: 'position'}","{0: 'correct', 1: 'correct', 2: 'correct', 3: 'correct'}",4,"['(unstack b c)', '(put-down b)', '(unstack c a)', '(put-down c)']",1.0,2,False,_state_tracking,1.0,0
4,"['(unstack b a)', '(put-down b)', '(pick-up a)', '(stack a c)']",1.1666666666666665,2,4,"['(unstack b a)', '(put-down b)', '(pick-up a)', '(stack a c)']",1.0,2,False,False,"['(pick-up b)', '(stack b a)']","['(unstack b a)', '(put-down b)', '(pick-up a)', '(stack a c)']",4,"['(unstack b a)', '(put-down b)', '(pick-up a)', '(stack a c)']",1.1666666666666665,2,False,blocksworld_3,True,1.1666666666666665,"['(unstack b a)', '(put-down b)', '(pick-up a)', '(stack a c)', '(pick-up b)', '(stack b a)']",,,"['(unstack b a)', '(put-down b)', '(pick-up a)', '(stack a c)', '(pick-up b)', '(stack b a)']",,,,,1,29,claude_3_haiku,"{0: 'position', 1: 'position', 2: 'position', 3: 'position'}","{0: 'correct', 1: 'correct', 2: 'correct', 3: 'correct'}",4,"['(unstack b a)', '(put-down b)', '(pick-up a)', '(stack a c)']",1.0,2,False,_state_tracking,1.0,0
6,"['(unstack c a)', '(put-down c)', '(unstack a b)', '(put-down a)', '(pick-up c)', '(stack c a)']",1.1145833333333333,3,5,"['(unstack c a)', '(put-down c)', '(unstack a b)', '(put-down a)', '(pick-up c)']",1.0,3,False,False,"['(stack c b)', '(pick-up a)', '(stack a c)']","['(unstack c a)', '(put-down c)', '(unstack a b)', '(put-down a)', '(pick-up c)']",6,"['(unstack c a)', '(put-down c)', '(unstack a b)', '(put-down a)', '(pick-up c)', '(stack c a)']",1.1145833333333333,3,False,blocksworld_3,True,1.1145833333333333,"['(unstack c a)', '(put-down c)', '(unstack a b)', '(put-down a)', '(pick-up c)', '(stack c b)', '(pick-up a)', '(stack a c)']",,,"['(unstack c a)', '(put-down c)', '(unstack a b)', '(put-down a)', '(pick-up c)', '(stack c b)', '(pick-up a)', '(stack a c)']",,,,,1,99,gpt-3.5-turbo_chat,"{0: 'position', 1: 'position', 2: 'position', 3: 'position', 4: 'position', 5: 'same_act'}","{0: 'correct', 1: 'correct', 2: 'correct', 3: 'correct', 4: 'correct', 5: 'same_act'}",5,"['(unstack c a)', '(put-down c)', '(unstack a b)', '(put-down a)', '(pick-up c)']",1.0,3,False,_pddl,0.875,0
