cdt_last_act,cdt_plan,cdt_score,cdt_steps,cdt_subseq_last_act,cdt_subseq_plan,cdt_subseq_score,cdt_subseq_steps,cdt_subseq_validity,cdt_validity,complementary_plan,correct_part,curr_last_act,curr_plan,curr_score,curr_steps,curr_validity,domain,executability,final_score,gt_plan,improved_plan,improved_validity,instance_id,model,nr_plan_trace,plan_trace,subseq_last_act,subseq_plan,subseq_score,subseq_steps,subseq_validity,task,trace_score
4,"['(feast b a)', '(succumb b)', '(attack c)', '(overcome c a)']",4.0,0,4,"['(feast b a)', '(succumb b)', '(attack c)', '(overcome c a)']",1.0,0,True,True,[],"['(feast b a)', '(succumb b)', '(attack c)', '(overcome c a)']",4,"['(feast b a)', '(succumb b)', '(attack c)', '(overcome c a)']",4.0,0,True,mystery_blocksworld_3,True,4.0,"['(feast b a)', '(succumb b)', '(attack c)', '(overcome c a)']","['(feast b a)', '(succumb b)', '(attack c)', '(overcome c a)']",True,58,o4-mini_chat,"{0: 'position', 1: 'position', 2: 'position', 3: 'position'}","{0: 'position', 1: 'position', 2: 'position', 3: 'position'}",4,"['(feast b a)', '(succumb b)', '(attack c)', '(overcome c a)']",1.0,0,True,_pddl,4.0
6,"['(feast b a)', '(succumb b)', '(feast a c)', '(succumb a)', '(attack c)', '(overcome c a)']",4.0,0,6,"['(feast b a)', '(succumb b)', '(feast a c)', '(succumb a)', '(attack c)', '(overcome c a)']",1.0,0,True,True,[],"['(feast b a)', '(succumb b)', '(feast a c)', '(succumb a)', '(attack c)', '(overcome c a)']",6,"['(feast b a)', '(succumb b)', '(feast a c)', '(succumb a)', '(attack c)', '(overcome c a)']",4.0,0,True,mystery_blocksworld_3,True,4.0,"['(feast b a)', '(succumb b)', '(feast a c)', '(succumb a)', '(attack c)', '(overcome c a)']","['(feast b a)', '(succumb b)', '(feast a c)', '(succumb a)', '(attack c)', '(overcome c a)']",True,59,o4-mini_chat,"{0: 'position', 1: 'position', 2: 'position', 3: 'position', 4: 'position', 5: 'position'}","{0: 'position', 1: 'position', 2: 'position', 3: 'position', 4: 'position', 5: 'position'}",6,"['(feast b a)', '(succumb b)', '(feast a c)', '(succumb a)', '(attack c)', '(overcome c a)']",1.0,0,True,_pddl,4.0
4,"['(feast a c)', '(overcome a b)', '(attack c)', '(overcome c a)']",4.0,0,4,"['(feast a c)', '(overcome a b)', '(attack c)', '(overcome c a)']",1.0,0,True,True,[],"['(feast a c)', '(overcome a b)', '(attack c)', '(overcome c a)']",4,"['(feast a c)', '(overcome a b)', '(attack c)', '(overcome c a)']",4.0,0,True,mystery_blocksworld_3,True,4.0,"['(feast a c)', '(overcome a b)', '(attack c)', '(overcome c a)']","['(feast a c)', '(overcome a b)', '(attack c)', '(overcome c a)']",True,60,o4-mini_chat,"{0: 'position', 1: 'position', 2: 'position', 3: 'position'}","{0: 'position', 1: 'position', 2: 'position', 3: 'position'}",4,"['(feast a c)', '(overcome a b)', '(attack c)', '(overcome c a)']",1.0,0,True,_pddl,4.0
6,"['(feast b c)', '(succumb b)', '(attack a)', '(overcome a b)', '(attack c)', '(overcome c a)']",4.0,0,6,"['(feast b c)', '(succumb b)', '(attack a)', '(overcome a b)', '(attack c)', '(overcome c a)']",1.0,0,True,True,[],"['(feast b c)', '(succumb b)', '(attack a)', '(overcome a b)', '(attack c)', '(overcome c a)']",6,"['(feast b c)', '(succumb b)', '(attack a)', '(overcome a b)', '(attack c)', '(overcome c a)']",4.0,0,True,mystery_blocksworld_3,True,4.0,"['(feast b c)', '(succumb b)', '(attack a)', '(overcome a b)', '(attack c)', '(overcome c a)']","['(feast b c)', '(succumb b)', '(attack a)', '(overcome a b)', '(attack c)', '(overcome c a)']",True,61,o4-mini_chat,"{0: 'position', 1: 'position', 2: 'position', 3: 'position', 4: 'position', 5: 'position'}","{0: 'position', 1: 'position', 2: 'position', 3: 'position', 4: 'position', 5: 'position'}",6,"['(feast b c)', '(succumb b)', '(attack a)', '(overcome a b)', '(attack c)', '(overcome c a)']",1.0,0,True,_pddl,4.0
6,"['(feast a b)', '(succumb a)', '(attack b)', '(overcome b c)', '(attack a)', '(overcome a b)']",4.0,0,6,"['(feast a b)', '(succumb a)', '(attack b)', '(overcome b c)', '(attack a)', '(overcome a b)']",1.0,0,True,True,[],"['(feast a b)', '(succumb a)', '(attack b)', '(overcome b c)', '(attack a)', '(overcome a b)']",6,"['(feast a b)', '(succumb a)', '(attack b)', '(overcome b c)', '(attack a)', '(overcome a b)']",4.0,0,True,mystery_blocksworld_3,True,4.0,"['(feast a b)', '(succumb a)', '(attack b)', '(overcome b c)', '(attack a)', '(overcome a b)']","['(feast a b)', '(succumb a)', '(attack b)', '(overcome b c)', '(attack a)', '(overcome a b)']",True,62,o4-mini_chat,"{0: 'position', 1: 'position', 2: 'position', 3: 'position', 4: 'position', 5: 'position'}","{0: 'position', 1: 'position', 2: 'position', 3: 'position', 4: 'position', 5: 'position'}",6,"['(feast a b)', '(succumb a)', '(attack b)', '(overcome b c)', '(attack a)', '(overcome a b)']",1.0,0,True,_pddl,4.0
6,"['(feast b a)', '(succumb b)', '(attack c)', '(overcome c b)', '(attack a)', '(overcome a c)']",4.0,0,6,"['(feast b a)', '(succumb b)', '(attack c)', '(overcome c b)', '(attack a)', '(overcome a c)']",1.0,0,True,True,[],"['(feast b a)', '(succumb b)', '(attack c)', '(overcome c b)', '(attack a)', '(overcome a c)']",6,"['(feast b a)', '(succumb b)', '(attack c)', '(overcome c b)', '(attack a)', '(overcome a c)']",4.0,0,True,mystery_blocksworld_3,True,4.0,"['(feast b a)', '(succumb b)', '(attack c)', '(overcome c b)', '(attack a)', '(overcome a c)']","['(feast b a)', '(succumb b)', '(attack c)', '(overcome c b)', '(attack a)', '(overcome a c)']",True,63,o4-mini_chat,"{0: 'position', 1: 'position', 2: 'position', 3: 'position', 4: 'position', 5: 'position'}","{0: 'position', 1: 'position', 2: 'position', 3: 'position', 4: 'position', 5: 'position'}",6,"['(feast b a)', '(succumb b)', '(attack c)', '(overcome c b)', '(attack a)', '(overcome a c)']",1.0,0,True,_pddl,4.0
6,"['(feast a c)', '(succumb a)', '(attack c)', '(overcome c a)', '(attack b)', '(overcome b c)']",4.0,0,6,"['(feast a c)', '(succumb a)', '(attack c)', '(overcome c a)', '(attack b)', '(overcome b c)']",1.0,0,True,True,[],"['(feast a c)', '(succumb a)', '(attack c)', '(overcome c a)', '(attack b)', '(overcome b c)']",6,"['(feast a c)', '(succumb a)', '(attack c)', '(overcome c a)', '(attack b)', '(overcome b c)']",4.0,0,True,mystery_blocksworld_3,True,4.0,"['(feast a c)', '(succumb a)', '(attack c)', '(overcome c a)', '(attack b)', '(overcome b c)']","['(feast a c)', '(succumb a)', '(attack c)', '(overcome c a)', '(attack b)', '(overcome b c)']",True,64,o4-mini_chat,"{0: 'position', 1: 'position', 2: 'position', 3: 'position', 4: 'position', 5: 'position'}","{0: 'position', 1: 'position', 2: 'position', 3: 'position', 4: 'position', 5: 'position'}",6,"['(feast a c)', '(succumb a)', '(attack c)', '(overcome c a)', '(attack b)', '(overcome b c)']",1.0,0,True,_pddl,4.0
6,"['(feast a c)', '(succumb a)', '(attack b)', '(overcome b a)', '(attack c)', '(overcome c b)']",4.0,0,6,"['(feast a c)', '(succumb a)', '(attack b)', '(overcome b a)', '(attack c)', '(overcome c b)']",1.0,0,True,True,[],"['(feast a c)', '(succumb a)', '(attack b)', '(overcome b a)', '(attack c)', '(overcome c b)']",6,"['(feast a c)', '(succumb a)', '(attack b)', '(overcome b a)', '(attack c)', '(overcome c b)']",4.0,0,True,mystery_blocksworld_3,True,4.0,"['(feast a c)', '(succumb a)', '(attack b)', '(overcome b a)', '(attack c)', '(overcome c b)']","['(feast a c)', '(succumb a)', '(attack b)', '(overcome b a)', '(attack c)', '(overcome c b)']",True,65,o4-mini_chat,"{0: 'position', 1: 'position', 2: 'position', 3: 'position', 4: 'position', 5: 'position'}","{0: 'position', 1: 'position', 2: 'position', 3: 'position', 4: 'position', 5: 'position'}",6,"['(feast a c)', '(succumb a)', '(attack b)', '(overcome b a)', '(attack c)', '(overcome c b)']",1.0,0,True,_pddl,4.0
8,"['(feast a b)', '(succumb a)', '(feast b c)', '(succumb b)', '(attack a)', '(overcome a c)', '(attack b)', '(overcome b a)']",4.0,0,8,"['(feast a b)', '(succumb a)', '(feast b c)', '(succumb b)', '(attack a)', '(overcome a c)', '(attack b)', '(overcome b a)']",1.0,0,True,True,[],"['(feast a b)', '(succumb a)', '(feast b c)', '(succumb b)', '(attack a)', '(overcome a c)', '(attack b)', '(overcome b a)']",8,"['(feast a b)', '(succumb a)', '(feast b c)', '(succumb b)', '(attack a)', '(overcome a c)', '(attack b)', '(overcome b a)']",4.0,0,True,mystery_blocksworld_3,True,4.0,"['(feast a b)', '(succumb a)', '(feast b c)', '(succumb b)', '(attack a)', '(overcome a c)', '(attack b)', '(overcome b a)']","['(feast a b)', '(succumb a)', '(feast b c)', '(succumb b)', '(attack a)', '(overcome a c)', '(attack b)', '(overcome b a)']",True,66,o4-mini_chat,"{0: 'position', 1: 'position', 2: 'position', 3: 'position', 4: 'position', 5: 'position', 6: 'position', 7: 'position'}","{0: 'position', 1: 'position', 2: 'position', 3: 'position', 4: 'position', 5: 'position', 6: 'position', 7: 'position'}",8,"['(feast a b)', '(succumb a)', '(feast b c)', '(succumb b)', '(attack a)', '(overcome a c)', '(attack b)', '(overcome b a)']",1.0,0,True,_pddl,4.0
4,"['(feast a c)', '(succumb a)', '(attack b)', '(overcome b c)']",4.0,0,4,"['(feast a c)', '(succumb a)', '(attack b)', '(overcome b c)']",1.0,0,True,True,[],"['(feast a c)', '(succumb a)', '(attack b)', '(overcome b c)']",4,"['(feast a c)', '(succumb a)', '(attack b)', '(overcome b c)']",4.0,0,True,mystery_blocksworld_3,True,4.0,"['(feast a c)', '(succumb a)', '(attack b)', '(overcome b c)']","['(feast a c)', '(succumb a)', '(attack b)', '(overcome b c)']",True,67,o4-mini_chat,"{0: 'position', 1: 'position', 2: 'position', 3: 'position'}","{0: 'position', 1: 'position', 2: 'position', 3: 'position'}",4,"['(feast a c)', '(succumb a)', '(attack b)', '(overcome b c)']",1.0,0,True,_pddl,4.0
6,"['(feast a b)', '(succumb a)', '(attack c)', '(overcome c b)', '(attack a)', '(overcome a c)']",4.0,0,6,"['(feast a b)', '(succumb a)', '(attack c)', '(overcome c b)', '(attack a)', '(overcome a c)']",1.0,0,True,True,[],"['(feast a b)', '(succumb a)', '(attack c)', '(overcome c b)', '(attack a)', '(overcome a c)']",6,"['(feast a b)', '(succumb a)', '(attack c)', '(overcome c b)', '(attack a)', '(overcome a c)']",4.0,0,True,mystery_blocksworld_3,True,4.0,"['(feast a b)', '(succumb a)', '(attack c)', '(overcome c b)', '(attack a)', '(overcome a c)']","['(feast a b)', '(succumb a)', '(attack c)', '(overcome c b)', '(attack a)', '(overcome a c)']",True,68,o4-mini_chat,"{0: 'position', 1: 'position', 2: 'position', 3: 'position', 4: 'position', 5: 'position'}","{0: 'position', 1: 'position', 2: 'position', 3: 'position', 4: 'position', 5: 'position'}",6,"['(feast a b)', '(succumb a)', '(attack c)', '(overcome c b)', '(attack a)', '(overcome a c)']",1.0,0,True,_pddl,4.0
6,"['(feast b c)', '(succumb b)', '(attack c)', '(overcome c a)', '(attack b)', '(overcome b c)']",4.0,0,6,"['(feast b c)', '(succumb b)', '(attack c)', '(overcome c a)', '(attack b)', '(overcome b c)']",1.0,0,True,True,[],"['(feast b c)', '(succumb b)', '(attack c)', '(overcome c a)', '(attack b)', '(overcome b c)']",6,"['(feast b c)', '(succumb b)', '(attack c)', '(overcome c a)', '(attack b)', '(overcome b c)']",4.0,0,True,mystery_blocksworld_3,True,4.0,"['(feast b c)', '(succumb b)', '(attack c)', '(overcome c a)', '(attack b)', '(overcome b c)']","['(feast b c)', '(succumb b)', '(attack c)', '(overcome c a)', '(attack b)', '(overcome b c)']",True,69,o4-mini_chat,"{0: 'position', 1: 'position', 2: 'position', 3: 'position', 4: 'position', 5: 'position'}","{0: 'position', 1: 'position', 2: 'position', 3: 'position', 4: 'position', 5: 'position'}",6,"['(feast b c)', '(succumb b)', '(attack c)', '(overcome c a)', '(attack b)', '(overcome b c)']",1.0,0,True,_pddl,4.0
4,"['(feast a b)', '(succumb a)', '(attack b)', '(overcome b c)']",4.0,0,4,"['(feast a b)', '(succumb a)', '(attack b)', '(overcome b c)']",1.0,0,True,True,[],"['(feast a b)', '(succumb a)', '(attack b)', '(overcome b c)']",4,"['(feast a b)', '(succumb a)', '(attack b)', '(overcome b c)']",4.0,0,True,mystery_blocksworld_3,True,4.0,"['(feast a b)', '(succumb a)', '(attack b)', '(overcome b c)']","['(feast a b)', '(succumb a)', '(attack b)', '(overcome b c)']",True,70,o4-mini_chat,"{0: 'position', 1: 'position', 2: 'position', 3: 'position'}","{0: 'position', 1: 'position', 2: 'position', 3: 'position'}",4,"['(feast a b)', '(succumb a)', '(attack b)', '(overcome b c)']",1.0,0,True,_pddl,4.0
4,"['(feast c a)', '(succumb c)', '(attack b)', '(overcome b a)']",4.0,0,4,"['(feast c a)', '(succumb c)', '(attack b)', '(overcome b a)']",1.0,0,True,True,[],"['(feast c a)', '(succumb c)', '(attack b)', '(overcome b a)']",4,"['(feast c a)', '(succumb c)', '(attack b)', '(overcome b a)']",4.0,0,True,mystery_blocksworld_3,True,4.0,"['(feast c a)', '(succumb c)', '(attack b)', '(overcome b a)']","['(feast c a)', '(succumb c)', '(attack b)', '(overcome b a)']",True,71,o4-mini_chat,"{0: 'position', 1: 'position', 2: 'position', 3: 'position'}","{0: 'position', 1: 'position', 2: 'position', 3: 'position'}",4,"['(feast c a)', '(succumb c)', '(attack b)', '(overcome b a)']",1.0,0,True,_pddl,4.0
6,"['(feast b c)', '(succumb b)', '(feast c a)', '(succumb c)', '(attack a)', '(overcome a b)']",4.0,0,6,"['(feast b c)', '(succumb b)', '(feast c a)', '(succumb c)', '(attack a)', '(overcome a b)']",1.0,0,True,True,[],"['(feast b c)', '(succumb b)', '(feast c a)', '(succumb c)', '(attack a)', '(overcome a b)']",6,"['(feast b c)', '(succumb b)', '(feast c a)', '(succumb c)', '(attack a)', '(overcome a b)']",4.0,0,True,mystery_blocksworld_3,True,4.0,"['(feast b c)', '(succumb b)', '(feast c a)', '(succumb c)', '(attack a)', '(overcome a b)']","['(feast b c)', '(succumb b)', '(feast c a)', '(succumb c)', '(attack a)', '(overcome a b)']",True,72,o4-mini_chat,"{0: 'position', 1: 'position', 2: 'position', 3: 'position', 4: 'position', 5: 'position'}","{0: 'position', 1: 'position', 2: 'position', 3: 'position', 4: 'position', 5: 'position'}",6,"['(feast b c)', '(succumb b)', '(feast c a)', '(succumb c)', '(attack a)', '(overcome a b)']",1.0,0,True,_pddl,4.0
2,"['(attack b)', '(overcome b c)']",4.0,0,2,"['(attack b)', '(overcome b c)']",1.0,0,True,True,[],"['(attack b)', '(overcome b c)']",2,"['(attack b)', '(overcome b c)']",4.0,0,True,mystery_blocksworld_3,True,4.0,"['(attack b)', '(overcome b c)']","['(attack b)', '(overcome b c)']",True,73,o4-mini_chat,"{0: 'position', 1: 'position'}","{0: 'position', 1: 'position'}",2,"['(attack b)', '(overcome b c)']",1.0,0,True,_pddl,4.0
4,"['(feast a c)', '(succumb a)', '(feast c b)', '(overcome c a)']",4.0,0,4,"['(feast a c)', '(succumb a)', '(feast c b)', '(overcome c a)']",1.0,0,True,True,[],"['(feast a c)', '(succumb a)', '(feast c b)', '(overcome c a)']",4,"['(feast a c)', '(succumb a)', '(feast c b)', '(overcome c a)']",4.0,0,True,mystery_blocksworld_3,True,4.0,"['(feast a c)', '(succumb a)', '(feast c b)', '(overcome c a)']","['(feast a c)', '(succumb a)', '(feast c b)', '(overcome c a)']",True,74,o4-mini_chat,"{0: 'position', 1: 'position', 2: 'position', 3: 'position'}","{0: 'position', 1: 'position', 2: 'position', 3: 'position'}",4,"['(feast a c)', '(succumb a)', '(feast c b)', '(overcome c a)']",1.0,0,True,_pddl,4.0
6,"['(feast a b)', '(succumb a)', '(attack b)', '(overcome b a)', '(attack c)', '(overcome c b)']",4.0,0,6,"['(feast a b)', '(succumb a)', '(attack b)', '(overcome b a)', '(attack c)', '(overcome c b)']",1.0,0,True,True,[],"['(feast a b)', '(succumb a)', '(attack b)', '(overcome b a)', '(attack c)', '(overcome c b)']",6,"['(feast a b)', '(succumb a)', '(attack b)', '(overcome b a)', '(attack c)', '(overcome c b)']",4.0,0,True,mystery_blocksworld_3,True,4.0,"['(feast a b)', '(succumb a)', '(attack b)', '(overcome b a)', '(attack c)', '(overcome c b)']","['(feast a b)', '(succumb a)', '(attack b)', '(overcome b a)', '(attack c)', '(overcome c b)']",True,75,o4-mini_chat,"{0: 'position', 1: 'position', 2: 'position', 3: 'position', 4: 'position', 5: 'position'}","{0: 'position', 1: 'position', 2: 'position', 3: 'position', 4: 'position', 5: 'position'}",6,"['(feast a b)', '(succumb a)', '(attack b)', '(overcome b a)', '(attack c)', '(overcome c b)']",1.0,0,True,_pddl,4.0
6,"['(feast b a)', '(succumb b)', '(feast a c)', '(succumb a)', '(attack b)', '(overcome b c)']",4.0,0,6,"['(feast b a)', '(succumb b)', '(feast a c)', '(succumb a)', '(attack b)', '(overcome b c)']",1.0,0,True,True,[],"['(feast b a)', '(succumb b)', '(feast a c)', '(succumb a)', '(attack b)', '(overcome b c)']",6,"['(feast b a)', '(succumb b)', '(feast a c)', '(succumb a)', '(attack b)', '(overcome b c)']",4.0,0,True,mystery_blocksworld_3,True,4.0,"['(feast b a)', '(succumb b)', '(feast a c)', '(succumb a)', '(attack b)', '(overcome b c)']","['(feast b a)', '(succumb b)', '(feast a c)', '(succumb a)', '(attack b)', '(overcome b c)']",True,76,o4-mini_chat,"{0: 'position', 1: 'position', 2: 'position', 3: 'position', 4: 'position', 5: 'position'}","{0: 'position', 1: 'position', 2: 'position', 3: 'position', 4: 'position', 5: 'position'}",6,"['(feast b a)', '(succumb b)', '(feast a c)', '(succumb a)', '(attack b)', '(overcome b c)']",1.0,0,True,_pddl,4.0
2,"['(attack b)', '(overcome b c)']",4.0,0,2,"['(attack b)', '(overcome b c)']",1.0,0,True,True,[],"['(attack b)', '(overcome b c)']",2,"['(attack b)', '(overcome b c)']",4.0,0,True,mystery_blocksworld_3,True,4.0,"['(attack b)', '(overcome b c)']","['(attack b)', '(overcome b c)']",True,77,o4-mini_chat,"{0: 'position', 1: 'position'}","{0: 'position', 1: 'position'}",2,"['(attack b)', '(overcome b c)']",1.0,0,True,_pddl,4.0
6,"['(feast c a)', '(succumb c)', '(feast a b)', '(succumb a)', '(attack b)', '(overcome b c)']",4.0,0,6,"['(feast c a)', '(succumb c)', '(feast a b)', '(succumb a)', '(attack b)', '(overcome b c)']",1.0,0,True,True,[],"['(feast c a)', '(succumb c)', '(feast a b)', '(succumb a)', '(attack b)', '(overcome b c)']",6,"['(feast c a)', '(succumb c)', '(feast a b)', '(succumb a)', '(attack b)', '(overcome b c)']",4.0,0,True,mystery_blocksworld_3,True,4.0,"['(feast c a)', '(succumb c)', '(feast a b)', '(succumb a)', '(attack b)', '(overcome b c)']","['(feast c a)', '(succumb c)', '(feast a b)', '(succumb a)', '(attack b)', '(overcome b c)']",True,78,o4-mini_chat,"{0: 'position', 1: 'position', 2: 'position', 3: 'position', 4: 'position', 5: 'position'}","{0: 'position', 1: 'position', 2: 'position', 3: 'position', 4: 'position', 5: 'position'}",6,"['(feast c a)', '(succumb c)', '(feast a b)', '(succumb a)', '(attack b)', '(overcome b c)']",1.0,0,True,_pddl,4.0
6,"['(feast b c)', '(succumb b)', '(feast c a)', '(succumb c)', '(attack a)', '(overcome a c)']",4.0,0,6,"['(feast b c)', '(succumb b)', '(feast c a)', '(succumb c)', '(attack a)', '(overcome a c)']",1.0,0,True,True,[],"['(feast b c)', '(succumb b)', '(feast c a)', '(succumb c)', '(attack a)', '(overcome a c)']",6,"['(feast b c)', '(succumb b)', '(feast c a)', '(succumb c)', '(attack a)', '(overcome a c)']",4.0,0,True,mystery_blocksworld_3,True,4.0,"['(feast b c)', '(succumb b)', '(feast c a)', '(succumb c)', '(attack a)', '(overcome a c)']","['(feast b c)', '(succumb b)', '(feast c a)', '(succumb c)', '(attack a)', '(overcome a c)']",True,79,o4-mini_chat,"{0: 'position', 1: 'position', 2: 'position', 3: 'position', 4: 'position', 5: 'position'}","{0: 'position', 1: 'position', 2: 'position', 3: 'position', 4: 'position', 5: 'position'}",6,"['(feast b c)', '(succumb b)', '(feast c a)', '(succumb c)', '(attack a)', '(overcome a c)']",1.0,0,True,_pddl,4.0
4,"['(feast b a)', '(succumb b)', '(attack a)', '(overcome a c)']",4.0,0,4,"['(feast b a)', '(succumb b)', '(attack a)', '(overcome a c)']",1.0,0,True,True,[],"['(feast b a)', '(succumb b)', '(attack a)', '(overcome a c)']",4,"['(feast b a)', '(succumb b)', '(attack a)', '(overcome a c)']",4.0,0,True,mystery_blocksworld_3,True,4.0,"['(feast b a)', '(succumb b)', '(attack a)', '(overcome a c)']","['(feast b a)', '(succumb b)', '(attack a)', '(overcome a c)']",True,80,o4-mini_chat,"{0: 'position', 1: 'position', 2: 'position', 3: 'position'}","{0: 'position', 1: 'position', 2: 'position', 3: 'position'}",4,"['(feast b a)', '(succumb b)', '(attack a)', '(overcome a c)']",1.0,0,True,_pddl,4.0
6,"['(feast c a)', '(succumb c)', '(attack a)', '(overcome a c)', '(attack b)', '(overcome b a)']",4.0,0,6,"['(feast c a)', '(succumb c)', '(attack a)', '(overcome a c)', '(attack b)', '(overcome b a)']",1.0,0,True,True,[],"['(feast c a)', '(succumb c)', '(attack a)', '(overcome a c)', '(attack b)', '(overcome b a)']",6,"['(feast c a)', '(succumb c)', '(attack a)', '(overcome a c)', '(attack b)', '(overcome b a)']",4.0,0,True,mystery_blocksworld_3,True,4.0,"['(feast c a)', '(succumb c)', '(attack a)', '(overcome a c)', '(attack b)', '(overcome b a)']","['(feast c a)', '(succumb c)', '(attack a)', '(overcome a c)', '(attack b)', '(overcome b a)']",True,81,o4-mini_chat,"{0: 'position', 1: 'position', 2: 'position', 3: 'position', 4: 'position', 5: 'position'}","{0: 'position', 1: 'position', 2: 'position', 3: 'position', 4: 'position', 5: 'position'}",6,"['(feast c a)', '(succumb c)', '(attack a)', '(overcome a c)', '(attack b)', '(overcome b a)']",1.0,0,True,_pddl,4.0
8,"['(feast c a)', '(succumb c)', '(feast a b)', '(succumb a)', '(attack c)', '(overcome c a)', '(attack b)', '(overcome b c)']",4.0,0,8,"['(feast c a)', '(succumb c)', '(feast a b)', '(succumb a)', '(attack c)', '(overcome c a)', '(attack b)', '(overcome b c)']",1.0,0,True,True,[],"['(feast c a)', '(succumb c)', '(feast a b)', '(succumb a)', '(attack c)', '(overcome c a)', '(attack b)', '(overcome b c)']",8,"['(feast c a)', '(succumb c)', '(feast a b)', '(succumb a)', '(attack c)', '(overcome c a)', '(attack b)', '(overcome b c)']",4.0,0,True,mystery_blocksworld_3,True,4.0,"['(feast c a)', '(succumb c)', '(feast a b)', '(succumb a)', '(attack c)', '(overcome c a)', '(attack b)', '(overcome b c)']","['(feast c a)', '(succumb c)', '(feast a b)', '(succumb a)', '(attack c)', '(overcome c a)', '(attack b)', '(overcome b c)']",True,82,o4-mini_chat,"{0: 'position', 1: 'position', 2: 'position', 3: 'position', 4: 'position', 5: 'position', 6: 'position', 7: 'position'}","{0: 'position', 1: 'position', 2: 'position', 3: 'position', 4: 'position', 5: 'position', 6: 'position', 7: 'position'}",8,"['(feast c a)', '(succumb c)', '(feast a b)', '(succumb a)', '(attack c)', '(overcome c a)', '(attack b)', '(overcome b c)']",1.0,0,True,_pddl,4.0
4,"['(feast a c)', '(overcome a c)', '(attack b)', '(overcome b a)']",2.0,2,2,"['(attack b)', '(overcome b a)']",1.0,0,True,True,[],"['(feast a c)', '(overcome a c)', '(attack b)', '(overcome b a)']",4,"['(feast a c)', '(overcome a c)', '(attack b)', '(overcome b a)']",2.0,2,True,mystery_blocksworld_3,True,2.0,"['(attack b)', '(overcome b a)']","['(feast a c)', '(overcome a c)', '(attack b)', '(overcome b a)']",True,83,o4-mini_chat,"{2: 'correct', 3: 'correct', 0: 'redundant', 1: 'same_act'}","{2: 'correct', 3: 'correct', 0: 'redundant', 1: 'redundant'}",2,"['(attack b)', '(overcome b a)']",1.0,0,True,_pddl,1.0
4,"['(feast a b)', '(succumb a)', '(attack b)', '(overcome b a)']",4.0,0,4,"['(feast a b)', '(succumb a)', '(attack b)', '(overcome b a)']",1.0,0,True,True,[],"['(feast a b)', '(succumb a)', '(attack b)', '(overcome b a)']",4,"['(feast a b)', '(succumb a)', '(attack b)', '(overcome b a)']",4.0,0,True,mystery_blocksworld_3,True,4.0,"['(feast a b)', '(succumb a)', '(attack b)', '(overcome b a)']","['(feast a b)', '(succumb a)', '(attack b)', '(overcome b a)']",True,84,o4-mini_chat,"{0: 'position', 1: 'position', 2: 'position', 3: 'position'}","{0: 'position', 1: 'position', 2: 'position', 3: 'position'}",4,"['(feast a b)', '(succumb a)', '(attack b)', '(overcome b a)']",1.0,0,True,_pddl,4.0
4,"['(feast c a)', '(succumb c)', '(feast a b)', '(overcome a c)']",4.0,0,4,"['(feast c a)', '(succumb c)', '(feast a b)', '(overcome a c)']",1.0,0,True,True,[],"['(feast c a)', '(succumb c)', '(feast a b)', '(overcome a c)']",4,"['(feast c a)', '(succumb c)', '(feast a b)', '(overcome a c)']",4.0,0,True,mystery_blocksworld_3,True,4.0,"['(feast c a)', '(succumb c)', '(feast a b)', '(overcome a c)']","['(feast c a)', '(succumb c)', '(feast a b)', '(overcome a c)']",True,85,o4-mini_chat,"{0: 'position', 1: 'position', 2: 'position', 3: 'position'}","{0: 'position', 1: 'position', 2: 'position', 3: 'position'}",4,"['(feast c a)', '(succumb c)', '(feast a b)', '(overcome a c)']",1.0,0,True,_pddl,4.0
2,"['(attack c)', '(overcome c b)']",4.0,0,2,"['(attack c)', '(overcome c b)']",1.0,0,True,True,[],"['(attack c)', '(overcome c b)']",2,"['(attack c)', '(overcome c b)']",4.0,0,True,mystery_blocksworld_3,True,4.0,"['(attack c)', '(overcome c b)']","['(attack c)', '(overcome c b)']",True,86,o4-mini_chat,"{0: 'position', 1: 'position'}","{0: 'position', 1: 'position'}",2,"['(attack c)', '(overcome c b)']",1.0,0,True,_pddl,4.0
4,"['(attack b)', '(overcome b a)', '(attack c)', '(overcome c b)']",4.0,0,4,"['(attack b)', '(overcome b a)', '(attack c)', '(overcome c b)']",1.0,0,True,True,[],"['(attack b)', '(overcome b a)', '(attack c)', '(overcome c b)']",4,"['(attack b)', '(overcome b a)', '(attack c)', '(overcome c b)']",4.0,0,True,mystery_blocksworld_3,True,4.0,"['(attack b)', '(overcome b a)', '(attack c)', '(overcome c b)']","['(attack b)', '(overcome b a)', '(attack c)', '(overcome c b)']",True,87,o4-mini_chat,"{0: 'position', 1: 'position', 2: 'position', 3: 'position'}","{0: 'position', 1: 'position', 2: 'position', 3: 'position'}",4,"['(attack b)', '(overcome b a)', '(attack c)', '(overcome c b)']",1.0,0,True,_pddl,4.0
